Sample_Index,Execution_Time,Key_Bit,label,Label ID,Power Trace (Volts),Subkey,Attack/Normal,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,attack_success
,,,3,,,,,0.3695425515089069,0.3616716546530154,0.1409354911326938,0.0160382460075283,,-0.2435284411055631,0.0239167978159965,-0.0831982615941736,0.0389507350790498,0.0066225008177853,0.157016013492773,-0.1122719863549828,-0.2932448985763068,-0.1459675552982982,-0.0307160968839301,-0.0421040381971937,0.1453193357539675,-0.087458071632409,0.1222685268110307,0.2124818366449424,0.0845354366549503,0.1629985441197234,0.106409187153852,0.2448236751917144,-0.0668370317548005,-0.1282553764198148,0.3336204619813934,,-0.1364968544080852,0.09776733479229,-0.0552991590404699,0.4031518622497099,0.524610941399194,0.0852060518367948,,-0.0620260449622887,0.1892412212318613,0.332567577878506,0.284731600629414,0.1163420488680384,0.1967208787522872,0.1924489967062466,,0.1065637836074084,-0.1313093385907635,0.1982396767967315,0.0904478164759756,0.2846630207014372,,-0.0653593245847047,0.2904341655096674,1.36041612105331,0.3092489573719711,0.0908014351176043,-7.056513591398821,0.1123732980533671,0.0308119600587319,0.4257413007216316,0.1169449255277884,0.3281702548968156,-0.2335769483746113,0.4241409430350202,0.2792553974506582,0.6046495599506712,0.2506659999470322,0.1873031607098073,0.090122292142189,0.0524002548473069,4.16118218355082,0.4895358310595212,0.2489663357954867,0.4075115255386204,0.2863508739019331,0.3513166427648078,0.173767187079291,0.1146549394135452,0.1508954865856708,0.1210736653506461,0.0153673334967295,0.1899717313928887,0.25437737310818,0.3744308894395158,0.6971585430553746,0.1581260177558223,-0.2435344447534557,0.2126208737104629,0.2444593776516384,0.2622890168391198,,0.6032384984034761,0.1490071985658806,-0.0491535051301946,0.3568730792697719,,0.2135239933788315,0.2818506348351371,0.000330265720823,0.2616535805327966,-0.0080070984464167,,0.0
,,,3,,,,,0.0890137192390311,0.0873325568054714,0.0021379391705436,0.0087385972207272,0.0753944475634347,0.2615290502369262,0.1030229992390896,0.1472035132825431,0.2161492803398793,0.3051901730120272,-0.0502361028503503,0.1078764132209455,-0.1202672537779243,0.315052757113661,-0.1057214095687775,0.419125057452756,-0.02478573773123,-0.1943885247904222,-0.0917181326443611,-0.0699867819921756,-0.0590413156334174,0.3664641232477359,-0.2400498874146024,0.2927962269522799,0.0652672122108313,0.2587899320712493,0.0678284147720716,0.0672292016917407,0.0444269854803282,0.4081010436919846,-0.0673704637407823,0.2844150207289182,0.3061935185805868,-0.3204756611600257,0.2085785661517726,-0.0354032895792871,0.3701102666167671,0.0896968765378376,0.0280990437888181,0.1945735548851215,-0.0739024962622476,-0.038975078715766,-0.1812543173713358,-0.055170924006878,0.2035180460239178,0.4629142621105303,0.1886187373268137,0.3225340126960347,0.256594286126688,-0.0555790832638792,-0.0451143416603432,0.1396104808966407,0.2575857600146731,0.1398150040521026,0.1711317228163822,0.1345141326233466,0.2065073752565641,-0.2368169897611486,-0.1671133813044042,0.3356287670688052,0.1186537812214803,0.1785112846698084,0.3149549279378889,0.3159014967462896,0.133065695510748,0.3709967953876754,0.3214183222782228,0.0174037592268036,0.1600546711235883,0.5540562512628708,0.1709301726899798,0.5581530199883789,0.3495493656318478,0.3432921598708154,0.2562876236021301,0.2270983554733865,0.0486585851281358,0.2706235253956631,0.378638020569212,0.3114561802559736,-0.1892506576691588,0.4114481748587464,0.4875552594577201,0.0339272782727164,0.3033938856993067,0.5956640823486035,0.1407283263031747,0.3024915138913223,0.3825638340626939,0.4674428007247404,0.3074409288358387,0.6724580952710495,0.0384215647006299,-0.0404898001611991,0.2664834249657702,0.525654121770566,0.2731062293391223,0.0167227569265916,0.4288869846158168,0.3648132791141556,0.0
,,,3,,,,,0.0172587434332756,0.2851663222867331,-0.0559129638377666,,-0.0477620286836451,0.4334066994195067,-0.1216923468788647,0.1792431143941437,0.1693337919744401,0.2389668019374169,0.144232005752859,0.0050260286083779,-0.2579456237917206,-0.208011440362937,0.4975755508992189,-0.3651859426283186,,,0.4146378249837634,0.3152243400433127,-0.2125868976584949,,0.1946916519232784,0.0548684732524229,0.2179606488323137,0.0308827318309129,-0.0266264138744484,,0.1252882267288168,,0.1442706169797319,0.0441096495308079,0.2622967872000991,-0.0054582078814517,-0.2993182200004647,0.3979809006574227,-0.3103435275105445,,0.1260799512566758,0.4826952143870613,-0.1758624255353678,0.0354126371200518,0.1181658679670596,0.5120513478242781,,-0.0856080116752493,0.3810426282137648,0.3157876912861825,0.3942769522031641,-0.1139788688784513,0.5896522434585754,-0.1946913452768852,-0.1457725071814341,0.5323192855719463,0.0297858666464115,0.1811392649344771,-0.1269119174788445,0.3022488424907096,0.2448599531137291,0.0391480650408356,-0.1739935818047959,0.2636315916245005,0.486657597831635,,-0.0661551485176397,-0.0260152706735612,0.1769718699852184,,0.1027356576283051,,0.1378908501304635,0.1288243645748102,,,0.3978939509704717,0.3979462079005622,0.4041545436139758,0.5655079549229179,0.3166119186502596,0.0162854424896013,0.5857431104397075,0.1111500163285702,,-2.407015658928396,0.3769852232553082,,,0.4326057925790141,,0.3297174818511399,0.4375365173810148,0.2297960648698096,0.2723798090163653,0.3897387077664102,0.6259746690792791,0.1240181254695931,0.4841420696765138,,,-0.1168669978188115,1.0
,,,3,,,,,0.0863637640408783,0.0658559645433915,-0.1522963674549829,0.1033513415785586,0.2186555365000852,-0.1388805572250286,0.3154852049004081,-0.1191151180178115,0.3326657426433723,0.183702772520907,-0.2080071173758989,0.0487626475210363,-0.1990157417208446,0.1749456481158505,-1.3483752785249978,,0.0053918836492311,0.2780107214152541,0.018290323716564,1.7354552112432065,0.146096908805813,0.1538966634713764,-0.0450326004594364,0.2246782012221126,0.1998299123313497,0.3107532636452956,0.0440262678635015,-0.0692679607801842,0.1937624609620969,-0.0729221261896232,-0.2084787366602282,-0.0302085521831545,0.1986732466998302,0.2489838225127601,0.3309181578822533,,-1.3795292688741023,0.3143194365198892,,0.5184753192422076,0.2220631578364716,0.1966584140279395,0.0227104614889728,0.1481669110816439,0.410752102942475,0.1005743100227164,-0.9708093035668388,0.2318380124685312,0.092723846292849,0.1774369191434083,0.0355209972792311,0.2724283824879016,0.2844821737801034,-0.0538813398333261,0.0685558278543777,0.1423675913587067,-0.2190246262114294,-0.1426449614620993,0.399468279123962,-0.2869084169989537,,-0.1472784277210383,0.4200313859908224,0.3741722413994421,-0.0664002496065252,0.1446526439723694,0.574176799299126,0.1570812956851611,0.3674725124708586,0.393073600534619,0.4705260684653006,0.283482243235881,0.2807593362735983,0.2909900806749609,0.221754154682122,0.4079765711962008,0.3027280856134158,-0.1006897175680408,0.4399773395149217,0.1422417884156808,0.1002356397156591,0.2943058036107748,0.2949835674447354,0.4269701867746444,0.3526197055786954,0.3206925282729097,-0.0988436390675904,0.0643553860829732,,0.234753172886499,-0.0249852198990839,0.4086298061464968,0.333776051463593,0.2240997133384618,0.3987928882677512,0.1607129879227253,0.2924221800544532,0.3445628814793131,0.1229388099707199,0.3178878191722327,0.0
11.0,112.46608310318472,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,65.0,2401.14,Idle,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,,,,,0.057294658902063,0.1846379008984359,0.149322073415531,-0.1000192743687069,-0.1236929735210674,0.0259432941575953,-0.2259522953894802,0.0721837343629152,0.107027767074825,0.3087912704078338,-0.2794915016027468,-0.0881574847769473,0.32719302992606,-0.1214828953093132,0.1044165549316312,-0.0304129846156491,0.3357356462033529,0.2457109935552977,0.1342635121349768,0.09066396912795,0.1750881278757484,0.3353027397828468,-0.2047893111464675,0.1164361123032753,-0.0667836983312336,0.0369395454797545,0.1175630659169364,0.4452649140787176,0.0649274950211242,0.0538035598073114,0.4187060232453887,0.1675030971090519,0.1443295919838984,-0.1329815677022124,0.15668962572806,0.4743649437797461,-0.0932811070123452,0.1618959797581881,-0.1693674965204495,-0.1922227554282688,-0.2092248217580896,0.1118861793574795,0.0024002373483039,0.1812661696967712,0.1685581133946666,0.1655646893555193,-0.1541704523131895,-0.0074422836164662,0.1883021809102538,0.1337192440634326,0.2968302224798095,-0.1282964621661799,0.4253547939368542,0.299589092452228,0.3001006903096586,0.2000132087200118,0.4415849590975486,0.2900547132740074,0.2936560875378941,0.4097787604988391,0.1667892540773937,0.405581678001516,0.1072309783354861,0.1348608783243298,0.2898337695379254,0.0591783096233035,0.2189710390776487,0.7410922851112325,-0.0548011258620216,0.0354506513341099,0.0936075299861249,-0.0370371105655988,0.1643579017957547,0.4079080757025503,0.2194128712234742,0.1977906181989225,0.2480175102062782,0.244948205770258,0.1791559933880894,0.5464438471405382,0.2077859690276169,0.2461674736798937,0.230195612160179,0.2793553871097262,-0.1054549319556377,0.0058565208227253,0.2234067658243619,0.0911810820215163,0.117861123479732,0.6548019357968222,0.3462516977224058,0.4369234691301198,0.1714654085465723,0.1275140924504726,0.1010680060500143,0.1896753499249897,0.436894512613819,0.1026490662875947,0.0940734429068664,0.339255879127326,0.0
,,,3,,,,,0.0185761359542217,0.0269269499619383,-0.2176520499963599,-0.052475396007059,-0.0253299289015048,0.0632622650540241,,0.3431454825563289,0.2201642498346794,,0.3129088931141237,0.5876260272477554,,-0.2566889236150315,0.3872457828488693,,7.3387853191345185,0.2981056539000439,0.0192144697589271,0.4530578072021234,-0.0888754334500882,-0.0593002158906464,0.1778018930000314,-0.0983226189277992,-0.091464512798724,0.6307466261889854,0.1708600464203784,,0.2314223357130249,-0.2290455977927268,0.149601280415026,0.0536742509227737,-0.1406836605611647,0.2258145987521918,0.2350529299276111,0.0385517756056123,0.2873424195513587,0.0167917144986328,0.1444534674061144,0.0902052430049357,-0.161905316853725,0.2074537048770833,,-0.0995908646067869,0.054428602727251,0.2536371284240655,0.4293753292085251,0.2737139260551054,0.1344628831868899,-0.0765676749024741,-0.2433262567665877,0.1042966258631981,-0.1144392627631481,0.3719717547424163,0.254287220689545,0.399210974254782,-0.0648593663691545,0.6315893107096244,0.1778168175466414,,-0.1536079879951689,,0.2166936159309034,0.3614575692524398,0.2656077110184111,0.5092887011062394,0.1760929970321951,0.3134555203155579,0.6212591186883483,0.2686931475307843,0.2356052905437332,0.0484436972207827,0.189945636803952,0.7782971515650132,0.059751738530366,0.0878219139200142,,0.4751105660985514,0.1931098117282648,-0.0052029268274894,0.0774903857744407,0.3552673309116659,0.4153409166353424,-0.0240555217115005,,0.530692565370672,-3.033294152943178e-05,-0.2081001727736121,0.397985454515595,0.1823791416762729,0.3527017642549409,0.2048281595945706,0.2180784938681161,0.5300119667136788,0.0012049652202597,0.6055028881533384,0.5704169398590442,0.3632421959653643,,0.2228473978941598,1.0
,,,2,115.0,2092.85,Idle,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,114.29799061609758,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149.0,112.2513196141975,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.0,101.74604141778156,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,,,,,0.2091326530053694,-0.1762718862593454,-0.3507235325745688,0.1363861860301347,-0.4200339587712272,0.6571504873148379,-0.1227799104534724,0.1178905958435045,0.1230442795521836,0.2613189236420858,0.2145936685288805,-0.0114793989144704,0.024211188779302,-0.1271797193784744,0.3798277521976149,0.1997094483647092,-0.0411247158651965,0.0439784302223962,0.2298508248783807,-0.0367071946988578,0.3036936783410443,0.2928056412137667,0.1587609699216484,0.0841016387095349,-0.0625104618560033,0.3651205944200288,0.3379438190252743,-0.0193017808265433,0.1742988011320583,0.1715124214361312,0.1798666844206595,-0.2365539627571432,-0.0224128966709215,0.1953550098954184,0.4061067880252064,1.04735404711509e-06,-0.2088541287383695,0.0557876574961982,0.1375197688456563,0.3596917327641087,0.0824967458026676,-0.2022313285023322,0.007449572636114,0.1206880085012052,0.3525362567499371,0.4999566484266652,0.4664289582984549,0.2922590436800901,0.4493375965959449,0.3885297299996795,0.2978989754055526,0.0355792549087909,0.2818073722964681,0.2253421650721009,0.0639930528929176,0.2936347917765541,0.2300497396961812,0.1395091547074432,0.2493173084812666,0.0924486780513689,0.3506656016539073,-0.0496928542879108,-0.1545258485653709,0.0865357927264195,0.5340609609673946,0.3445827455934567,0.2536923676815891,0.2876172979231112,0.3270247297858012,0.1773924945024622,0.5686055779366963,0.2889515014537205,0.3453593414614985,0.1771658690826105,0.0540775939500354,0.106170677378228,-0.0190361079563107,0.4693557322969395,0.3615740528366898,0.4079793478916442,0.6282610964684645,0.3855245770303968,0.0880562781564141,0.3960922235883921,0.2381296569352874,0.2612575067092936,0.2583082626951554,0.0712510917881926,0.209238059416317,0.1910778834516899,0.2739857683930331,-0.0256791740353078,-0.0593825340381488,0.3408873747567718,0.1475878161025548,0.1056634269147912,0.5336311119635819,0.0093830259629583,0.4161280130194956,0.3088520379254834,0.0
55.0,112.8894420279926,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,183.0,2391.83,Idle,Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,102.77794689033678,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,9.0,2481.8,Idle,Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,,,,,-0.0308444628464688,0.1222489422534252,-0.3070167318708931,0.0601036957443812,-0.01468365335101,-0.1185559841903435,-0.2083504917268906,-0.5545838492333889,0.0129116211956594,0.1021584220460287,-0.3044498228301308,0.1451472814466092,-0.2346892704529509,0.2517535827818265,0.0718011232603278,0.004338507872372,0.0615741925093095,-0.0329041877813401,0.0967038912469801,-0.031194847660794,0.0223053326169318,-0.1843553540920614,0.0457933504636649,0.3472565576170309,0.0643955969813282,0.0430896340145371,0.1940678774302495,0.295036576900838,0.061845802417806,0.230797105569539,0.3392481329894625,0.3188559424119364,0.0761221797692388,-0.0565236180121025,-0.2162573067701949,0.3067082385312283,0.1284858908070327,-0.0663063501274315,0.1084446641957548,0.2101589534748899,-0.038042502638399,0.1945255030889657,0.3329560728959847,0.0951323984184099,-0.0363922506945121,-0.1708644450838669,-0.0962780513473588,0.1370586044596485,0.2760375234125766,0.195462491121877,0.2401979330340262,-0.0162235594556576,0.0354878725525809,0.0105868090624601,0.427316820029634,0.3152852332658219,0.7196842309083533,0.2915367685178867,0.0720120137480137,0.086701462297676,-0.03022293615362,0.0085006811866121,0.3017206388034741,0.3381270803957925,-0.2950903627415463,0.4612309026628264,0.3171470757053845,0.1548839968906992,0.2148130393422138,0.329642100670439,0.0476397274747735,0.1000128874295139,0.8215555326420334,0.2878943450500076,0.0462061759903384,0.044765581448727,0.1187894148402961,0.0369702947031371,0.2754216773195436,0.266255820644106,0.1925287089304156,0.3998190605587708,-0.1429770831425341,0.164513600013151,0.1506708845760938,0.4470319670046724,0.5352901431247828,0.2785820003663383,0.4349141605183335,0.1591106156437766,-0.1683605914969833,0.2977934600349433,0.2462533503532156,0.5150665605853633,0.0911144379752484,0.2554534659228598,0.2067189355930754,0.0055473396582022,0.45289362829574,0.2771224562181498,0.0
59.0,103.9894648843449,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,99.06485100298949,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,,,,,,0.0544185855027387,-0.0369168375447224,0.1944726935218859,-0.4142444238089383,-0.0512773630570256,0.147582841571205,-0.2332219443448447,,-0.0444910643853145,0.2686563766667228,-0.1276450777703056,0.0132130837867179,0.1279033074350549,,0.0355316011849695,0.2977490365685814,-1.5026247396697117,0.1056962319242683,-0.0780893574834017,-0.1109327946482174,-0.1257168266270494,0.2341342265782178,0.1321651743119387,-0.0536322667261496,-0.0755201594587462,0.0358481902192165,-0.1792779134996093,,,-0.0035199468266289,0.2288863159970747,-0.1227592117149783,0.2348727977157069,,-0.1522681705635586,-0.0347251138705415,0.0147608973760207,0.1692034220114621,0.1788328711934118,-0.2136047324353693,,0.0415166177329094,0.2966681893168719,0.0195382630380375,0.3449234188679969,0.5209094839232813,0.2248137726990232,0.0044894739249078,-0.0642472907163868,0.0755867342749178,-0.094472504659141,-0.0005117108730935,0.267397599415873,0.3109727237542391,0.135682981072103,,0.4150340742859738,0.2648589329198528,0.0541962807816123,-0.0834546279422333,-1.879690344167923,0.0309284144555329,0.2421793585287907,0.0523506430798099,-0.009890016523103,0.1760261827084655,0.3667403431362407,0.2341711919534254,0.3971063062511256,0.0133128680854507,0.1306027291002517,,0.3461496103269569,0.1376598287218791,0.0140245445809194,0.3566061761693775,0.4194802056482349,0.1846574011990057,0.0873702218660341,0.3117637921080208,0.1221368231757981,-0.0542297631009051,0.1121619466063411,0.5629149438477199,0.1954669341720001,0.4390466493108724,0.0427219500575899,0.208124839922853,0.297827211604823,0.2293969990177828,0.1551374953006653,0.3495431458845733,0.1746862548893761,-0.0368239513240594,0.7197444305732594,0.345196173719086,,0.2200772174144615,,0.0
